user_id,persona,daily_listening_minutes,sessions_per_day,avg_session_minutes,days_active_last_30,skip_rate,ads_skipped_pct,repeat_track_rate,genre_diversity_score,liked_songs_pct,subscription_tenure_months,premium_flag,monthly_revenue,cluster,pca_1,pca_2
USR_000030,Habitual Loyalists,143.19,2.73,56.52,19,0.1327,0.5516,0.8891,0.4919,0.6555,30.7,0,1.87,1,1.0889403804643165,1.3387691298409805
USR_000643,Casual Snackers,31.14,0.5,57.17,10,0.6839,0.2893,0.068,0.5069,0.1243,3.5,0,1.5,0,-3.5221589142292915,1.3041118878018905
USR_002017,Exploratory Samplers,105.59,3.9,19.47,22,0.8171,0.177,0.35,0.653,0.3463,9.4,0,1.06,3,-1.5380844807322063,-0.7646032496611944
USR_001531,Exploratory Samplers,90.71,3.37,28.0,15,0.5187,0.4134,0.3778,0.7881,0.3345,1.0,1,6.5,3,-1.0896514825150876,-0.22283422162497524
USR_000230,Casual Snackers,45.82,1.98,21.82,10,0.5109,0.2559,0.2173,0.1632,0.3448,7.6,0,1.48,0,-2.6704959892114535,-0.33204921074860516
USR_000431,Power Streamers,205.08,9.57,18.99,28,0.3028,0.6077,0.8659,0.6077,0.6609,29.4,1,6.5,2,2.7706858612068292,-0.7541725170882726
USR_000189,Habitual Loyalists,157.67,4.56,38.57,23,0.5146,0.8459,0.6156,0.5231,0.3392,20.2,1,6.5,1,0.6177935690781347,0.8028401828235145
USR_000408,Power Streamers,241.75,11.53,20.31,29,0.3069,0.5634,0.5169,0.7526,0.3861,46.9,1,6.5,2,2.3583788507367625,-0.7839740274126639
USR_002246,Casual Snackers,51.59,1.12,45.76,6,0.5836,0.2476,0.3184,0.166,0.2519,6.8,0,1.77,0,-3.1124903495496254,0.8594068090053295
USR_001767,Power Streamers,283.01,8.05,34.11,29,0.0749,0.9065,0.7907,0.7263,0.5409,34.4,0,0.94,2,3.5522429581148818,0.4604768826206219
USR_000211,Habitual Loyalists,176.59,5.43,26.93,26,0.1193,0.7037,0.8757,0.2617,0.8149,48.7,1,6.5,1,2.3539925493604192,0.06143885291760988
USR_000473,Casual Snackers,32.12,2.04,8.37,17,0.6408,0.433,0.1836,0.1332,0.1289,14.7,1,6.5,0,-2.7647355496369013,-0.7700359123137475
USR_000686,Exploratory Samplers,105.88,4.17,31.35,22,0.6561,0.5187,0.2923,0.8866,0.1967,3.7,0,1.07,3,-0.8930887392425839,-0.017816659890602323
USR_000260,Habitual Loyalists,147.08,6.16,23.31,24,0.3549,0.4025,0.9116,0.4955,0.5634,40.7,0,1.58,1,1.179278389759632,-0.5449593055546711
USR_000603,Power Streamers,215.53,7.86,24.95,27,0.1445,0.9035,0.7023,0.7132,0.6838,42.0,0,2.04,2,3.1129543998070606,-0.09853785394114381
USR_002150,Casual Snackers,63.58,1.92,36.67,10,0.6932,0.4599,0.5075,0.3962,0.5227,1.0,0,1.02,0,-1.6465777555332153,0.44172044240291153
USR_000820,Exploratory Samplers,98.5,3.02,27.55,17,0.4782,0.4114,0.175,0.9122,0.2115,11.1,0,2.19,3,-1.3584876672553172,-0.22841149124589546
USR_001731,Power Streamers,258.1,7.8,33.45,28,0.4188,1.0,0.8299,0.5039,0.684,42.7,1,6.5,2,3.1269422316111117,0.604886769142118
USR_000280,Power Streamers,263.41,6.69,36.67,27,0.2753,0.8711,0.8358,0.8257,0.6595,29.7,0,1.7,2,3.154343657971483,0.5653006973232677
USR_000409,Casual Snackers,52.22,2.59,20.83,4,0.7858,0.3785,0.363,0.4872,0.3747,8.2,0,1.63,0,-2.5339633358041316,-0.3982504250860252
USR_002108,Power Streamers,179.94,9.32,14.72,30,0.122,0.6759,0.7661,0.7138,0.4636,62.6,1,6.5,2,2.665544858804321,-0.9637527941504729
USR_001695,Habitual Loyalists,159.16,6.18,23.32,26,0.5353,0.5563,0.7852,0.676,0.5579,32.6,0,1.58,1,1.2680912660280268,-0.42251555064457036
USR_000941,Casual Snackers,46.58,2.55,17.11,9,0.7437,0.2962,0.4334,0.4529,0.4198,6.6,1,6.5,0,-2.251082507278208,-0.6826539005529096
USR_001394,Casual Snackers,63.38,2.25,33.62,12,0.6281,0.6332,0.2448,0.2702,0.2752,15.8,0,1.34,0,-2.0339238024995128,0.5531480931934218
USR_001738,Casual Snackers,63.96,1.36,43.71,6,0.6955,0.2013,0.2956,0.3953,0.4232,8.1,0,1.18,0,-2.801218058732245,0.6166503203306481
USR_000070,Exploratory Samplers,71.04,3.58,20.58,20,0.7197,0.5648,0.3225,0.5977,0.2656,12.6,0,2.01,3,-1.3208124794950873,-0.367133817783809
USR_002226,Casual Snackers,54.71,0.94,58.78,6,0.5853,0.1473,0.472,0.1287,0.2605,7.4,0,1.12,0,-3.092482243988318,1.3770608019624095
USR_001318,Casual Snackers,78.89,2.2,43.1,12,0.7796,0.2323,0.4925,0.0922,0.3969,10.2,0,0.85,0,-2.4015681176134507,0.7004008858754971
USR_000439,Habitual Loyalists,175.05,5.86,34.97,27,0.2964,0.74,0.7226,0.3692,0.5304,24.9,0,1.54,1,1.6136222115734673,0.46074295830281
USR_001512,Casual Snackers,40.73,2.05,20.9,10,0.6909,0.1716,0.1023,0.4159,0.1634,10.4,0,2.03,0,-3.3732458356707693,-0.5202762552484144
USR_000999,Power Streamers,269.22,8.64,33.86,30,0.231,1.0,0.91,0.6085,0.7034,47.1,1,6.5,2,3.902610161728535,0.4912976720546409
USR_002399,Casual Snackers,67.98,1.66,50.26,17,0.9429,0.4011,0.2316,0.1971,0.2395,8.8,0,1.86,0,-2.8417469501858448,1.2096663239040382
USR_000097,Exploratory Samplers,104.55,3.62,30.77,17,0.6652,0.3783,0.8337,0.9302,0.6797,15.2,0,1.53,3,0.1919366524784745,-0.2769112724371974
USR_000283,Casual Snackers,53.05,2.59,22.35,8,0.4744,0.3096,0.3175,0.4978,0.4116,4.7,0,1.02,0,-1.9847190161868735,-0.4594195177537579
USR_002268,Habitual Loyalists,122.61,5.06,22.16,30,0.191,0.596,0.8851,0.5584,0.5853,33.9,0,1.99,1,1.7677175236172318,-0.4663232408465964
USR_002208,Exploratory Samplers,92.55,3.65,29.6,18,0.6354,0.4387,0.2052,0.9632,0.2337,10.0,0,2.19,3,-1.3152540568827256,-0.18454847011930678
USR_001615,Power Streamers,209.93,7.14,35.73,28,0.1857,0.6144,0.8707,0.5282,0.8375,42.5,0,1.55,1,2.865981054242336,0.20102416122757302
USR_001212,Power Streamers,222.99,9.88,19.98,29,0.1837,0.8637,0.7229,0.7773,0.5838,51.2,0,1.48,2,3.32782507469579,-0.5166626894418247
USR_001166,Power Streamers,294.34,9.52,30.45,27,0.1256,1.0,0.3478,0.3404,0.3004,31.3,0,1.44,2,2.4791421072293023,0.5801573901032883
USR_000928,Power Streamers,235.24,7.61,26.84,28,0.2397,1.0,0.576,0.702,0.5286,44.9,0,1.76,2,2.7727773426858997,0.20034499106731635
USR_001388,Exploratory Samplers,95.91,0.65,143.71,19,0.737,0.5896,0.5497,0.748,0.4374,12.5,1,6.5,3,-0.9894266073830636,5.424992114713672
USR_002182,Power Streamers,210.79,9.48,22.75,30,0.1213,0.7484,0.8653,0.6493,0.7063,57.6,0,2.02,2,3.478441749481787,-0.48921024776805516
USR_001002,Exploratory Samplers,110.99,4.79,24.96,20,0.1825,0.6087,0.7371,0.8571,0.552,1.0,0,2.06,1,1.199078581241836,-0.4100974969930863
USR_001224,Habitual Loyalists,89.26,6.59,11.3,23,0.5819,0.2672,0.947,0.4963,0.6506,23.2,0,1.15,1,0.5705016572239304,-1.3759283552790715
USR_000472,Exploratory Samplers,78.21,4.61,13.47,19,0.5931,0.4942,0.3888,0.8514,0.3608,17.6,0,1.86,3,-0.6440418588280657,-0.973234739703658
USR_000417,Casual Snackers,55.44,1.5,41.51,4,0.7849,0.5593,0.4442,0.3058,0.4897,9.1,0,2.04,0,-2.2242717862125194,0.8611351926618461
USR_000255,Casual Snackers,51.58,1.72,34.77,2,0.5688,0.2697,0.2436,0.0809,0.2906,5.0,0,2.08,0,-3.2451465941937894,0.39014253883872285
USR_001613,Habitual Loyalists,147.26,4.73,30.25,26,0.2123,0.613,0.7675,0.3615,0.5148,30.0,0,1.92,1,1.2098276522244835,0.13814089524695705
USR_000444,Casual Snackers,19.57,2.16,3.65,7,0.5796,0.1986,0.261,0.1288,0.2575,18.3,1,6.5,0,-3.220559441252983,-1.2420720875509557
USR_001057,Power Streamers,237.68,7.71,32.6,29,0.0064,0.9214,0.8103,0.3945,0.6393,29.6,1,6.5,2,3.3486868071911,0.4471697296030612
USR_001473,Casual Snackers,40.25,2.18,20.21,8,0.4834,0.4629,0.1108,0.2948,0.1394,6.1,0,1.36,0,-2.806508154186648,-0.2469572922610249
USR_000252,Power Streamers,222.76,10.26,25.55,30,0.1112,0.7517,0.9174,0.8621,0.82,40.2,1,6.5,2,4.112121383295425,-0.5140803842031818
USR_002308,Exploratory Samplers,91.7,2.36,42.15,30,0.1728,0.4018,0.2249,0.6654,0.2695,12.7,0,1.77,3,-0.47600723684216767,0.4620160347636878
USR_001784,Casual Snackers,26.64,2.51,12.48,10,0.5678,0.3163,0.3151,0.0672,0.3819,12.5,0,2.17,0,-2.5428667097081266,-0.7507858929851984
USR_002043,Habitual Loyalists,98.48,7.79,16.05,23,0.2702,0.4135,0.8733,0.7188,0.7034,18.0,0,1.87,1,1.6473299257654745,-1.2376593125158346
USR_001487,Power Streamers,193.3,9.1,16.76,27,0.2128,0.6185,0.7264,0.5343,0.5903,38.1,0,1.57,2,2.370206312821862,-0.7854419751190118
USR_000760,Exploratory Samplers,85.08,5.65,10.13,21,0.3264,0.4498,0.2836,0.7873,0.1574,25.7,0,1.73,3,-0.5944454489489515,-1.2005976580384434
USR_000901,Exploratory Samplers,108.81,4.69,24.16,9,0.4069,0.4145,0.2696,0.7692,0.2012,25.8,0,0.8,3,-1.3131005475009845,-0.40103058509743883
USR_000434,Power Streamers,273.11,8.91,29.69,26,0.0981,0.8077,0.9547,0.8727,0.8136,60.6,0,1.78,2,4.129260536270956,-0.04010715988704336
USR_002368,Exploratory Samplers,99.04,3.5,26.62,27,0.625,0.4041,0.5589,0.4155,0.4663,15.3,0,1.57,3,-0.43892879179779176,-0.18934511208096919
USR_001365,Exploratory Samplers,45.54,3.71,11.05,18,0.7037,0.4267,0.613,0.8928,0.5272,1.0,1,6.5,3,-0.6205924100517721,-1.2095580730359576
USR_001065,Exploratory Samplers,79.34,3.2,33.66,27,0.7784,0.3621,0.5163,0.7777,0.3453,25.4,0,1.58,3,-0.8771606521643879,-0.05467743508961561
USR_001701,Power Streamers,295.27,9.74,32.22,30,0.5538,0.8866,0.8815,0.5668,0.6054,70.4,0,1.92,2,3.3001253214891104,0.37188370011160277
USR_000638,Habitual Loyalists,159.49,4.72,26.83,24,0.2391,0.5177,0.5896,0.5281,0.5619,42.9,1,6.5,1,0.9542615305272636,-0.13160509090855435
USR_001051,Habitual Loyalists,138.2,6.83,20.94,22,0.12,0.6882,0.8879,0.4115,0.5009,46.4,0,0.84,1,1.7324203634505744,-0.42602137835507325
USR_000931,Exploratory Samplers,89.89,2.35,35.25,14,0.2873,0.5404,0.6417,0.7995,0.3893,17.9,0,1.16,3,-0.2864982390787355,0.23286172355586726
USR_001514,Habitual Loyalists,183.3,7.1,25.2,22,0.045,0.3973,0.4259,0.3916,0.3509,26.7,0,1.56,1,0.727988133798449,-0.34701552380963846
USR_001395,Power Streamers,218.18,9.51,23.24,30,0.2217,0.706,0.8548,0.6819,0.561,39.4,0,1.43,2,3.0557107043050054,-0.4668553211127579
USR_001779,Exploratory Samplers,99.7,3.95,33.2,16,0.5692,0.2645,0.6571,0.4818,0.4579,17.5,0,1.13,3,-0.8506780398557268,-0.05704810344056756
USR_000950,Exploratory Samplers,93.03,3.57,18.34,17,0.4494,0.3229,0.2655,0.7342,0.2735,13.4,0,0.95,3,-1.2968364100148497,-0.7288610050519153
USR_001726,Casual Snackers,29.1,1.47,12.8,15,0.7077,0.0,0.2973,0.1391,0.4336,6.1,0,2.09,0,-3.0381679609231558,-0.993388222560057
USR_000150,Casual Snackers,58.64,1.59,40.02,7,0.687,0.5757,0.0871,0.364,0.0803,12.0,0,1.24,0,-3.064400271648183,0.864443453435333
USR_000209,Casual Snackers,27.92,1.11,18.34,4,0.8858,0.38,0.5059,0.2373,0.4008,17.2,0,1.24,0,-2.9693542410103175,-0.3459198375179953
USR_002197,Casual Snackers,49.56,3.2,14.83,7,0.6038,0.4395,0.2641,0.3353,0.3207,9.3,0,1.84,0,-2.2977951320371206,-0.6143075636123524
USR_000403,Power Streamers,323.34,7.71,39.7,29,0.2387,0.9515,0.873,0.5054,0.5463,39.8,1,6.5,2,3.486400875250988,0.9965613733524081
USR_002342,Casual Snackers,52.57,2.37,16.64,10,0.7023,0.31,0.4049,0.4764,0.3039,10.7,0,2.09,0,-2.3475056533286702,-0.66072148171863
USR_000841,Casual Snackers,41.27,0.74,64.85,10,0.6865,0.1989,0.2408,0.4769,0.1471,9.4,1,6.5,0,-3.329585654634266,1.5654334445894769
USR_000483,Habitual Loyalists,174.83,5.4,34.15,23,0.0835,0.5071,0.7817,0.4958,0.6505,25.9,1,6.5,1,1.694103637754373,0.1381284690065548
USR_001369,Casual Snackers,38.45,0.54,67.74,10,0.6749,0.3495,0.3299,0.2988,0.3359,9.2,1,6.5,0,-2.7949460043749212,1.887771946101745
USR_002249,Exploratory Samplers,96.45,4.09,19.46,21,0.5282,0.5856,0.7292,0.8455,0.6094,16.6,1,6.5,1,0.608277077989255,-0.6232844653272983
USR_000858,Power Streamers,240.16,7.82,34.78,28,0.0321,0.7964,0.7423,0.6175,0.5725,37.6,1,6.5,2,3.0513746897904084,0.34828124587513587
USR_001018,Power Streamers,251.49,8.11,33.82,28,0.1261,0.8265,0.8417,0.7171,0.6011,47.7,1,6.5,2,3.3258012608851653,0.29015129966089703
USR_002094,Casual Snackers,25.32,2.44,8.69,6,0.9006,0.4092,0.2846,0.215,0.3413,5.1,0,1.98,0,-3.088187999353952,-0.8273237884561376
USR_000994,Casual Snackers,17.0,1.43,13.78,12,0.518,0.193,0.1216,0.2255,0.1956,6.1,0,1.64,0,-3.2627449450498047,-0.7859397195614706
USR_002232,Habitual Loyalists,133.09,4.66,21.95,30,0.1993,0.588,0.8335,0.3017,0.6052,22.6,0,2.02,1,1.504385778798952,-0.30556859042429396
USR_002176,Habitual Loyalists,202.65,6.65,27.24,27,0.2407,0.9506,0.8744,0.7433,0.5891,48.2,0,1.51,2,2.888507938026206,0.10908915160291309
USR_000510,Casual Snackers,81.07,0.98,89.91,5,0.8984,0.5573,0.1264,0.6942,0.0986,19.3,1,6.5,0,-3.1598030049621837,3.095195375039026
USR_000388,Power Streamers,222.58,8.64,30.26,30,0.3321,0.9226,0.6325,0.7623,0.4582,47.4,0,1.33,2,2.6956038732515304,0.15538030517043597
USR_000545,Casual Snackers,51.72,1.49,38.72,11,0.62,0.3502,0.2123,0.2443,0.3713,7.4,0,1.41,0,-2.584269583191894,0.5477861519747956
USR_000354,Habitual Loyalists,147.98,6.71,15.48,28,0.3171,0.3504,0.4381,0.5342,0.355,37.2,1,6.5,1,0.43414700743623197,-0.944515901583856
USR_001375,Power Streamers,226.31,7.33,36.54,30,0.0962,0.8069,0.5489,0.4201,0.4404,41.6,0,1.7,2,2.2699073729751102,0.5772347190029089
USR_002148,Power Streamers,246.3,9.42,22.15,28,0.0137,0.7137,0.7895,0.8609,0.6736,43.6,0,0.85,2,3.656222878460239,-0.5497626227265711
USR_001510,Habitual Loyalists,129.39,6.46,23.37,24,0.6656,0.6166,0.7885,0.5467,0.3336,37.8,0,1.72,1,0.4767161170271197,-0.33211280740683846
USR_001221,Casual Snackers,65.61,1.1,57.62,5,0.8398,0.3855,0.1986,0.1486,0.1701,16.1,0,1.42,0,-3.5792489906014326,1.640447131013758
USR_000362,Casual Snackers,14.32,2.25,3.0,8,0.6972,0.1898,0.5036,0.2284,0.5009,7.5,1,6.5,0,-2.527938524902451,-1.40073370241288
USR_000644,Casual Snackers,20.3,1.81,17.14,14,0.7833,0.3117,0.3155,0.07,0.2664,8.5,0,1.06,0,-3.0238886961544527,-0.4733481606031851
USR_000050,Casual Snackers,36.97,1.12,28.69,8,0.4684,0.3625,0.219,0.1172,0.2705,4.0,0,1.41,0,-2.8750939264760005,0.16243818241389457
USR_000068,Exploratory Samplers,41.97,3.36,8.76,22,0.547,0.1962,0.3912,0.7113,0.3711,20.6,0,1.67,3,-1.3616881929437787,-1.4196031745460758
USR_000673,Power Streamers,198.87,9.91,21.59,29,0.1209,0.677,0.8264,0.4895,0.4778,46.0,0,0.83,2,2.7409777718627635,-0.5506439395064935
USR_000049,Habitual Loyalists,132.63,4.92,21.03,22,0.5371,0.4615,0.9011,0.4462,0.665,15.6,1,6.5,1,0.7833919621848356,-0.4921040204053985
USR_001195,Power Streamers,208.73,7.36,34.5,29,0.1395,0.6628,0.7766,0.6446,0.6918,34.3,0,0.88,2,2.7830493051444294,0.1417883680018093
USR_002191,Casual Snackers,58.27,1.27,47.22,8,0.8476,0.36,0.3728,0.0119,0.2624,16.9,0,1.03,0,-3.19739831706187,1.1296980859291506
USR_002367,Casual Snackers,54.58,1.77,37.08,5,0.9052,0.4801,0.2704,0.5235,0.2005,10.2,0,1.46,0,-3.0323136290452957,0.5412984444857325
USR_000799,Habitual Loyalists,139.08,5.95,20.79,23,0.1128,0.6742,0.7488,0.3291,0.664,26.9,1,6.5,1,1.6767893912587608,-0.35673458186920604
USR_000125,Casual Snackers,48.38,1.78,25.19,12,0.776,0.243,0.3791,0.4335,0.3365,9.3,0,2.11,0,-2.5922846118099727,-0.2816715212033226
USR_000481,Exploratory Samplers,97.04,3.97,22.17,13,0.572,0.6254,0.4897,0.9304,0.2856,9.0,0,2.19,3,-0.625787844419657,-0.37031514594840126
USR_000860,Habitual Loyalists,142.58,6.44,26.57,26,0.5091,0.6197,0.7689,0.6416,0.7102,15.2,1,6.5,1,1.5853435722623688,-0.28630545734438984
USR_000355,Exploratory Samplers,73.81,5.69,8.0,19,0.4101,0.3832,0.6663,0.7187,0.4058,17.1,1,6.5,3,-0.04647824376643678,-1.4225621931472765
USR_002204,Casual Snackers,30.24,1.85,20.85,5,0.4216,0.4616,0.2427,0.2766,0.3454,7.9,0,1.14,0,-2.4213811751189387,-0.2548564807117775
USR_000927,Casual Snackers,34.01,1.59,17.32,14,0.3757,0.4937,0.1821,0.2984,0.216,12.3,0,1.96,0,-2.2016268423463856,-0.38169259172434833
USR_001736,Habitual Loyalists,95.23,5.59,17.21,26,0.0632,0.4083,0.8488,0.6445,0.645,27.5,0,2.16,1,1.5393100474883503,-1.0241397068043956
USR_000633,Casual Snackers,16.01,1.82,6.61,4,0.4075,0.064,0.3299,0.1166,0.2569,4.5,0,2.14,0,-3.306366929956948,-1.231288388441662
USR_002152,Casual Snackers,45.11,1.88,19.52,9,0.3484,0.378,0.0406,0.5648,0.1256,1.0,0,1.98,0,-2.6323924395783473,-0.4625069558536227
USR_000479,Habitual Loyalists,161.04,4.92,31.16,24,0.3058,0.6134,0.6438,0.5901,0.5976,26.7,0,2.11,1,1.2295079407391059,0.11371210806599286
USR_000882,Habitual Loyalists,207.87,3.57,61.05,25,0.128,0.7953,0.6415,0.5117,0.4989,48.6,0,1.52,1,1.6040441664115446,1.8872451508287547
USR_001912,Casual Snackers,77.52,1.12,64.08,4,0.7973,0.3274,0.1813,0.2204,0.1647,12.2,0,1.95,0,-3.574126764579676,1.8741137549446252
USR_001267,Casual Snackers,22.2,0.92,24.2,14,0.599,0.1359,0.4008,0.0988,0.4149,9.8,0,2.02,0,-2.754189828737065,-0.32040023519389615
USR_000436,Casual Snackers,22.53,2.06,10.47,6,0.8461,0.4473,0.2942,0.2221,0.2696,7.7,0,1.28,0,-3.1295971037196897,-0.6875225473202856
USR_002001,Power Streamers,273.74,7.98,32.42,29,0.1528,0.6592,0.7882,0.7582,0.575,40.9,1,6.5,2,3.071976010110849,0.12172766627495046
USR_002101,Habitual Loyalists,85.21,5.57,11.61,27,0.2903,0.4239,0.6682,0.447,0.4287,21.5,1,6.5,1,0.4402260644080622,-1.111747150758226
USR_000241,Power Streamers,287.35,7.96,36.85,30,0.1791,1.0,0.6608,0.5141,0.391,46.2,1,6.5,2,2.9921969424564416,0.8393666032771298
USR_000071,Casual Snackers,40.85,1.65,23.45,8,0.6239,0.2818,0.0456,0.1386,0.0,7.3,0,0.85,0,-3.8358250620357577,-0.1074311274312798
USR_000368,Habitual Loyalists,191.13,5.52,35.23,23,0.1001,0.9608,0.984,0.2377,0.7795,21.1,1,6.5,1,2.799927181525042,0.7274934581103019
USR_000433,Habitual Loyalists,159.32,7.24,21.84,27,0.2532,0.7482,0.7451,0.5431,0.6049,42.5,0,0.91,1,2.121526669816246,-0.373820997867619
USR_000074,Casual Snackers,43.01,1.11,37.71,7,0.8171,0.1133,0.014,0.1357,0.2848,1.0,0,1.05,0,-4.045622170682366,0.4148328627051378
USR_001072,Habitual Loyalists,199.42,6.37,36.49,28,0.3028,0.5748,0.758,0.5268,0.6133,24.6,1,6.5,1,1.9048719297627745,0.29857472450833117
USR_002198,Habitual Loyalists,168.97,4.09,47.64,22,0.0539,0.6475,0.6704,0.4278,0.6139,26.0,1,6.5,1,1.410033605939695,1.0209971702744272
USR_000533,Exploratory Samplers,75.7,3.33,22.41,15,0.8202,0.5942,0.0522,0.6931,0.1567,1.0,0,2.08,3,-2.16374104167179,-0.1870899014945194
USR_000555,Casual Snackers,23.33,1.4,17.68,6,0.1935,0.0881,0.3608,0.6865,0.5039,14.4,1,6.5,3,-1.9739684554150547,-1.0021100251183075
USR_001777,Habitual Loyalists,135.91,5.19,23.24,27,0.1655,0.4871,0.6138,0.2197,0.454,9.0,0,0.95,1,0.7129519804822444,-0.2816588497550441
USR_000531,Habitual Loyalists,148.68,3.89,43.37,25,0.1817,0.685,0.8453,0.35,0.5574,20.4,0,1.74,1,1.371514969392811,0.8608008767956877
USR_000933,Exploratory Samplers,93.85,3.98,20.41,13,0.4424,0.3867,0.3537,0.6075,0.2857,19.2,0,2.0,3,-1.2598600757758027,-0.5404485094620787
USR_000158,Habitual Loyalists,176.05,5.05,34.19,19,0.2625,0.4062,0.9108,0.4546,0.6454,25.5,0,1.53,1,1.176036691290776,0.12161064229853479
USR_000611,Habitual Loyalists,204.89,7.11,29.37,30,0.3252,0.7552,0.6269,0.5821,0.5367,34.6,0,0.93,2,2.117259412864557,0.09930860346083736
USR_001870,Power Streamers,223.57,8.81,25.85,28,0.3464,0.8346,0.7866,0.5805,0.5751,10.5,1,6.5,2,2.757641397911713,-0.08149880723108649
USR_001850,Habitual Loyalists,181.34,5.37,28.85,23,0.1089,0.6614,0.4543,0.3637,0.4087,15.8,0,1.05,1,0.9476565673521474,0.20275558588743597
USR_000343,Power Streamers,226.59,10.61,23.74,29,0.204,0.9037,0.7594,0.9014,0.7898,40.4,0,1.77,2,4.001119138303624,-0.44815209912336285
USR_001139,Casual Snackers,25.71,1.26,23.04,1,0.601,0.1631,0.0448,0.3103,0.0113,8.8,0,1.82,0,-4.300414384615755,-0.30088742568247134
USR_000949,Power Streamers,283.81,6.78,39.59,28,0.1518,1.0,0.7105,0.9334,0.4738,55.2,1,6.5,2,3.2781985513799112,0.8370431038758444
USR_001704,Habitual Loyalists,127.96,5.17,24.4,29,0.4207,0.6588,0.8035,0.4814,0.5135,37.0,0,1.14,1,1.2263673011139908,-0.2072199139333063
USR_000669,Exploratory Samplers,68.6,3.14,27.97,12,0.2425,0.3007,0.2893,0.8797,0.3307,15.4,1,6.5,3,-1.2064772052464163,-0.42571885485001054
USR_000052,Casual Snackers,64.11,1.81,35.91,9,0.4523,0.3262,0.1621,0.3438,0.3394,4.7,1,6.5,0,-2.4077805540661767,0.35238163490278895
USR_002022,Casual Snackers,33.05,1.43,24.71,9,0.6791,0.2881,0.4414,0.0712,0.3982,12.5,0,2.14,0,-2.727384421845659,-0.12156033939216729
USR_001865,Habitual Loyalists,143.59,4.62,34.58,23,0.2992,0.4056,0.8868,0.3227,0.6331,28.0,1,6.5,1,0.9238630100480287,0.14702017112872262
USR_000966,Exploratory Samplers,65.61,3.84,14.83,20,0.3695,0.5237,0.7942,0.5674,0.5931,13.6,0,1.76,1,0.3549114010100218,-0.8419970920684897
USR_001966,Casual Snackers,34.93,2.18,15.68,12,0.5919,0.3312,0.093,0.629,0.13,11.1,1,6.5,0,-2.799796936716639,-0.743862775779664
USR_000322,Exploratory Samplers,41.97,3.25,12.44,11,0.5254,0.3703,0.6445,0.6621,0.5654,14.2,0,1.53,3,-0.9254664345543535,-1.07224394213303
USR_002369,Exploratory Samplers,136.35,3.55,33.61,25,0.4484,0.544,0.2785,0.8798,0.2118,1.0,1,6.5,3,-0.3472019456836592,0.19062271816341148
USR_001757,Casual Snackers,72.56,1.64,46.49,17,0.5002,0.3966,0.3097,0.0971,0.2531,5.6,0,1.66,0,-2.1215160028743782,1.020106442633875
USR_000292,Casual Snackers,37.46,2.3,16.4,11,0.5971,0.2665,0.2596,0.2754,0.2564,1.6,1,6.5,0,-2.7396564981696,-0.6466872708974217
USR_001558,Exploratory Samplers,68.97,3.6,12.38,15,0.2915,0.2963,0.3947,0.6135,0.3451,2.5,0,1.52,3,-1.0997243636464065,-1.0697237380668227
USR_002134,Power Streamers,272.51,10.25,30.33,26,0.1474,0.7582,0.6198,0.481,0.4292,66.4,0,1.04,2,2.7303326246433484,0.12710189651183815
USR_000496,Habitual Loyalists,92.98,6.69,6.62,20,0.3595,0.3628,0.4457,0.4713,0.426,27.5,0,1.57,3,-0.1662079168469622,-1.4116025062042057
USR_001685,Casual Snackers,34.68,3.81,5.7,7,0.6786,0.0905,0.1523,0.4107,0.2641,8.0,1,6.5,0,-3.136454142637355,-1.4472979813860565
USR_000480,Exploratory Samplers,109.02,3.91,28.59,18,0.5922,0.2169,0.6477,0.7672,0.5361,12.7,0,1.01,3,-0.4797225499426377,-0.4358321979035605
USR_001421,Habitual Loyalists,206.95,4.73,48.7,23,0.4115,0.6889,0.6693,0.272,0.4778,32.7,0,1.43,1,0.9199730076170449,1.2927867032124192
USR_001548,Habitual Loyalists,139.38,5.17,23.03,24,0.1315,0.4448,0.785,0.456,0.3879,31.6,1,6.5,1,0.8681601554821439,-0.42997785287591866
USR_002202,Power Streamers,148.55,10.11,20.69,29,0.1399,0.3939,0.6127,0.5728,0.4625,36.7,0,1.72,1,1.7849478592048749,-1.0086128922533426
USR_000945,Exploratory Samplers,104.86,2.72,36.16,17,0.6266,0.605,0.534,0.7267,0.5328,20.5,0,1.39,3,-0.35932972006676644,0.3993379093487017
USR_001314,Casual Snackers,3.88,1.55,6.44,12,0.9447,0.1729,0.1559,0.3788,0.2168,8.9,0,1.95,0,-3.7638271740122087,-1.1982760884924402
USR_000300,Habitual Loyalists,192.72,4.78,39.22,26,0.2686,0.6698,0.9002,0.5792,0.7827,26.4,1,6.5,1,2.276577354752234,0.5539492512995318
USR_002115,Casual Snackers,38.93,1.54,25.19,12,0.7304,0.3411,0.1449,0.2407,0.0666,5.6,0,1.2,0,-3.4057145568123697,-0.03912025753593297
USR_000333,Habitual Loyalists,233.12,7.35,27.27,27,0.2941,0.8025,0.8086,0.3242,0.5886,34.0,0,1.75,2,2.4235965840311935,0.19803432739906884
USR_000680,Exploratory Samplers,120.23,3.11,34.84,13,0.354,0.5701,0.3238,0.8157,0.1999,11.9,0,1.22,3,-0.8809716786388417,0.3300806113818601
USR_000465,Habitual Loyalists,109.37,3.74,29.4,26,0.3095,0.54,0.8598,0.3976,0.5439,32.7,1,6.5,1,0.8190851612083527,-0.003933676125482548
